Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
539487,LIC Mutual Fund,LICNETFSEN,LIC MF EXCHANGE TRADED FUND- SENSEX,Active,B ,10,INF767K01OT5,-,Equity
539516,HDFC Mutual Fund,HDFCNIFETF,HDFC Nifty ETF,Active,B ,76.13,INF179KC1965,-,Equity
539517,HDFC Mutual Fund,SXETF,HDFC Sensex ETF - Open Ended Traded Fund,Active,B ,250.36,INF179KC1973,-,Equity
539526,Suncare Traders Limited,SCTL,Suncare Traders Ltd,Active,B ,2,INE452S01025,Distributors,Equity
539636,Precision Camshafts Limited,PRECAM,Precision Camshafts Ltd,Active,B ,10,INE484I01029,Auto Parts & Equipment,Equity
539660,BEST AGROLIFE LIMITED,BESTAGRO,Best Agrolife Ltd,Active,B ,10,INE052T01013,Agrochemicals,Equity
539682,Sylph Education Solutions Limited,SESL,Sylph Education Solutions Ltd,Active,B ,10,INE622Q01019,Education,Equity
539686,K.P. Energy Limited,KPEL,K.P. Energy Ltd,Active,B ,10,INE127T01013,Electric Utilities,Equity
539725,Gokul Agro Resources Ltd,GOKULAGRO,Gokul Agro Resources Ltd,Active,B ,2,INE314T01025,Edible Oils,Equity
539784,LIC Mutual Fund,LICNFNHGP,LIC MF Exchange Traded Fund- NIFTY 100,Active,B ,10,INF767K01PC8,-,Equity
539785,Pudumjee Paper Products Limited,PDMJEPAPER,Pudumjee Paper Products Ltd,Active,B ,1,INE865T01018,Paper & Paper Products,Equity
539798,Umiya Tubes Limited,UMIYA,Umiya Tubes Ltd,Active,B ,10,INE173U01015,Iron & Steel Products,Equity
539800,CHD Chemicals Limited,CHDCHEM,CHD Chemicals Ltd,Active,B ,10,INE043U01010,Comm.Trading  & Distribution,Equity
539837,RAGHAV PRODUCTIVITY ENHANCERS LIMITED,RPEL,Raghav Productivity Enhancers Ltd,Active,B ,10,INE912T01018,Other Industrial Goods,Equity
539841,Lancer Container Lines Limited,LANCER,Lancer Container Lines Ltd,Active,B ,10,INE359U01010,Transportation - Logistics,Equity
539861,SKIL Infrastructure Limited,SKIL,SKIL Infrastructure Ltd,Active,B ,10,INE429F01012,Construction & Engineering,Equity
539872,Bajaj Healthcare Limited,BAJAJHCARE,Bajaj Healthcare Ltd,Active,B ,10,INE411U01019,Pharmaceuticals,Equity
539939,Yash Chemex Limited,YASHCHEM,Yash Chemex Ltd,Active,B ,10,INE571U01010,Specialty Chemicals,Equity
539940,Max Ventures and Industries Limited,MAXVIL,Max Ventures and Industries Ltd,Active,B ,10,INE154U01015,Holding Companies,Equity
539945,ICICI Prudential Mutual Fund,ICICINV20,ICICI Prudential NV20 ETF,Active,B ,10,INF109KB1WY5,-,Equity
539980,ICICI Prudential Mutual Fund,ICICIMCAP,ICICI Prudential Midcap Select ETF,Active,B ,10,INF109KB1XT3,-,Equity
539986,Commercial Syn Bags Limited,COMSYN,Commercial Syn Bags Ltd,Active,B ,10,INE073V01015,Containers & Packaging,Equity
540008,Aditya Birla Sun Life Mutual Fund,BSLSENETFG,BIRLA SUN LIFE SENSEX ETF,Active,B ,10,INF209KB1119,-,Equity
540027,PRABHAT TECHNOLOGIES (INDIA) LIMITED,PTIL,Prabhat Technologies (India) Ltd,Active,B ,10,INE171P01019,Specialty Retail,Equity
540048,S.P. Apparels Limited,SPAL,S.P. Apparels Ltd,Active,B ,10,INE212I01016,Other Apparels & Accessories,Equity
540061,Bigbloc Construction Limited,BIGBLOC,Bigbloc Construction Ltd,Active,B ,10,INE412U01017,Cement & Cement Products,Equity
540073,BLS International Services Ltd,BLS,BLS International Services Ltd,Active,B ,1,INE153T01027,Travel Support Services,Equity
540078,Mitsu Chem Plast Limited,MITSU,Mitsu Chem Plast Ltd,Active,B ,10,INE317V01016,Containers & Packaging,Equity
540080,Narayani Steels Limited,NARAYANI,Narayani Steels Ltd,Active,B ,10,INE715T01015,Iron & Steel/Interm.Products,Equity
540124,G N A Axles Limited,GNA,G N A Axles Ltd,Active,B ,10,INE934S01014,Auto Parts & Equipment,Equity
540136,HPL Electric & Power Limited,HPL,HPL Electric & Power Ltd,Active,B ,10,INE495S01016,Heavy Electrical Equipment,Equity
540145,Valiant Organics Limited,VALIANTORG,Valiant Organics Ltd,Active,B ,10,INE565V01010,Pharmaceuticals,Equity
540154,IDFC Mutual Fund,IDFSENSEXE,IDFC SENSEX ETF,Active,B ,10,INF194KA1T91,-,Equity
540210,The Mandhana Retail Ventures Limited,TMRVL,The Mandhana Retail Ventures Ltd,Active,B ,10,INE759V01019,Specialty Retail,Equity
540252,VEERAM SECURITIES LIMITED,VSL,Veeram Securities Ltd,Active,B ,10,INE607V01010,Other Apparels & Accessories,Equity
540366,Music Broadcast Limited,RADIOCITY,Music Broadcast Ltd,Active,B ,2,INE919I01024,Broadcasting & Cable TV,Equity
540401,Maximus International Limited,MAXIMUS,Maximus International Ltd,Active,B ,10,INE544W01013,Comm.Trading  & Distribution,Equity
540403,CL Educate Limited,CLEDUCATE,CL Educate Ltd,Active,B ,10,INE201M01011,Education,Equity
540497,S Chand And Company Limited,SCHAND,S Chand and Company Ltd,Active,B ,5,INE807K01035,Publishing,Equity
540545,Bhakti Gems And Jewellery Limited,BGJL,Bhakti Gems and Jewellery Ltd,Active,B ,10,INE986W01016,Other Apparels & Accessories,Equity
540551,Axis Mutual Fund,AXISAEDGG,Axis Equity Advantage Fund- Series 1 Direct Plan- Growth,Active,B ,10,INF846K01ZJ4,-,Equity
540552,Axis Mutual Fund,AXISAEGPG,Axis Equity Advantage Fund- Series 1 Regular Plan- Growth,Active,B ,10,INF846K01ZK2,-,Equity
540591,HDFC Mutual Fund,HEOFDG1126,HDFC EOF- II- 1126D May 2017(1)  plan under HDFC Equity Opportunities Fund- Series 2- Direct,Active,B ,10,INF179KC1AF4,-,Equity
540592,HDFC Mutual Fund,HEOFDD1126,HDFC EOF - II - 1126D May 2017(1)  plan under HDFC Equity Opportunities Fund - Series 2 - Direct,Active,B ,10,INF179KC1AG2,-,Equity
540593,HDFC Mutual Fund,HEOFRG1126,HDFC EOF- II - 1126D May 2017(1) plan under HDFC Equity Opportunities Fund - Series2 - Regular,Active,B ,10,INF179KC1AH0,-,Equity
540594,HDFC Mutual Fund,HEOFRD1126,HDFC EOF - II - 1126D May 2017(1)  plan under HDFC Equity Opportunities Fund - Series 2 - Regular,Active,B ,10,INF179KC1AI8,-,Equity
540602,GTPL Hathway Limited,GTPL,GTPL Hathway Ltd,Active,B ,10,INE869I01013,Other Telecom Services,Equity
540612,ICICI Prudential Mutual Fund,ICICILOVOL,ICICI Prudential Nifty Low Vol 30 ETF,Active,B ,10,INF109KB10T8,-,Equity
540614,G G Engineering Limited,GGENG,G G Engineering Ltd,Active,B ,2,INE694X01022,Heavy Electrical Equipment,Equity
540615,7NR Retail Limited,7NR,7NR Retail Ltd,Active,B ,10,INE413X01019,Specialty Retail,Equity
540621,Bhagyanagar Properties Ltd,BHAGYAPROP,Bhagyanagar Properties Ltd,Active,B ,2,INE363W01018,Realty,Equity
540634,HDFC Mutual Fund,HEOFDG1100,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-DIRECT OPTION-GROWTH OPTION,Active,B ,10,INF179KC1AJ6,-,Equity
540635,HDFC Mutual Fund,HEOFDD1100,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-DIRECT OPTION-DIVIDEND PAYOUT OPTION,Active,B ,10,INF179KC1AK4,-,Equity
540636,HDFC Mutual Fund,HEOFRG1100,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-REGULAR OPTION-GROWTH OPTION,Active,B ,10,INF179KC1AL2,-,Equity
540637,HDFC Mutual Fund,HEOFRD1100,HDFC EQUITY OPPORTUNITIES FUND-II-1100D JUNE 2017(1) SERIES 2-REGULAR OPTION-DIVIDEND PAYOUT OPTION,Active,B ,10,INF179KC1AM0,-,Equity
540642,Salasar Techno Engineering Limited,SALASAR,Salasar Techno Engineering Ltd,Active,B ,10,INE170V01019,Construction & Engineering,Equity
540647,Ganges Securities Ltd.,GANGESSEC,Ganges Securities Ltd,Active,B ,10,INE335W01016,Investment Companies,Equity
540648,Palash Securities Limited,PALASHSEC,Palash Securities Ltd,Active,B ,10,INE471W01019,Investment Companies,Equity
540649,AVADH SUGAR & ENERGY LIMITED,AVADHSUGAR,Avadh Sugar & Energy Ltd,Active,B ,10,INE349W01017,Sugar,Equity
540650,Magadh Sugar & Energy Limited,MAGADHSUGAR,Magadh Sugar & Energy Ltd,Active,B ,10,INE347W01011,Sugar,Equity
540653,Sintex Plastics Technology Ltd.,SINTEXPLAST,Sintex Plastics Technology Ltd,Active,B ,1,INE501W01021,Comm.Trading  & Distribution,Equity
540654,GlobalSpace Technologies Limited,GSTL,Globalspace Technologies Ltd,Active,B ,10,INE632W01016,IT Consulting & Software,Equity
540669,UTI Mutual Fund,UTINEXT50,UTI Nifty Next 50 ETF,Active,B ,1,INF789F1AUW9,-,Equity
540679,SMS Lifesciences India Ltd,SMSLIFE,SMS Lifesciences India Ltd,Active,B ,10,INE320X01016,Pharmaceuticals,Equity
540680,KIOCL Limited,KIOCL,KIOCL Ltd,Active,B ,10,INE880L01014,Iron & Steel/Interm.Products,Equity
540693,Shish Industries Limited,SHISHIND,Shish Industries Ltd,Active,B ,10,INE145Y01015,Plastic Products,Equity
540700,Bharat Road Network Limited,BRNL,Bharat Road Network Ltd,Active,B ,10,INE727S01012,Roads & Highways,Equity
540702,Lasa Supergenerics Limited,LASA,Lasa Supergenerics Ltd,Active,B ,10,INE670X01014,Healthcare Services,Equity
540704,Matrimony.com Limited,MATRIMONY,Matrimony.com Ltd,Active,B ,5,INE866R01028,Internet Software & Services,Equity
540710,Capacit'e Infraprojects Limited,CAPACITE,Capacite Infraprojects Ltd,Active,B ,10,INE264T01014,Construction & Engineering,Equity
540725,Share India Securities Limited,SHAREINDIA,Share India Securities Ltd,Active,B ,10,INE932X01018,Other Financial Services,Equity
540726,Trident Texofab Limited,TTFL,Trident Texofab Ltd,Active,B ,10,INE071Y01013,Comm.Trading  & Distribution,Equity
540730,Mehai Technology  Limited,MEHAI,Mehai Technology Ltd,Active,B ,10,INE062Y01012,Comm.Trading  & Distribution,Equity
540737,Shree Ganesh Remedies Limited,SGRL,Shree Ganesh Remedies Ltd,Active,B ,10,INE414Y01015,Pharmaceuticals,Equity
540774,IFGL Refractories Limited,IFGLEXPOR,IFGL Refractories Ltd,Active,B ,10,INE133Y01011,Other Industrial Goods,Equity
540775,Khadim India Limited,KHADIM,Khadim India Ltd,Active,B ,10,INE834I01025,Footwear,Equity
540776,5paisa Capital Limited,5PAISA,5paisa Capital Ltd,Active,B ,10,INE618L01018,Other Financial Services,Equity
540778,Nippon India Mutual Fund,NIVBDDP,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B DR DVP 06JN21,Active,B ,10,INF204KB12Y3,-,Equity
540779,Nippon India Mutual Fund,NIVBDGP,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B DR GWTH 06JN21,Active,B ,10,INF204KB11Y5,-,Equity
540780,Nippon India Mutual Fund,NIVBDP,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B RG DVP 06JN21,Active,B ,10,INF204KB10Y7,-,Equity
540781,Nippon India Mutual Fund,NIVBGP,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B RG GWTH 06JN21,Active,B ,10,INF204KB19X0,-,Equity
540786,SHARIKA ENTERPRISES LIMITED,SHARIKA,Sharika Enterprises Ltd,Active,B ,10,INE669Y01014,Other Elect.Equip./ Prod.,Equity
540787,ICICI Prudential Mutual Fund,ICICIB22,BHARAT 22 ETF - ICICI Prudential AMC,Active,B ,10,INF109KB15Y7,-,Equity
540789,Diligent Media Corporation Limited,DNAMEDIA,Diligent Media Corporation Ltd,Active,B ,1,INE016M01021,Advertising & Media,Equity
540795,Dynamic Cables Limited,DYNAMIC,Dynamic Cables Ltd,Active,B ,10,INE600Y01019,Other Elect.Equip./ Prod.,Equity
540796,Ratnabhumi Developers Limited,RATNABHUMI,Ratnabhumi Developers Ltd,Active,B ,10,INE821Y01011,Realty,Equity
540797,Shalby Limited,SHALBY,Shalby Ltd,Active,B ,10,INE597J01018,Healthcare Facilities,Equity
540798,Future Supply Chain Solutions Limited,FSC,Future Supply Chain Solutions Ltd,Active,B ,10,INE935Q01015,Transportation - Logistics,Equity
540824,Astron Paper & Board Mill Limited,ASTRON,Astron Paper & Board Mill Ltd,Active,B ,10,INE646X01014,Paper & Paper Products,Equity
540879,Apollo Micro Systems Limited,APOLLO,Apollo Micro Systems Ltd,Active,B ,10,INE713T01010,Defence,Equity
540901,Praxis Home Retail Limited ,PRAXIS,Praxis Home Retail Ltd,Active,B ,5,INE546Y01022,Specialty Retail,Equity
540936,Gautam Gems Limited,GGL,Gautam Gems Ltd,Active,B ,10,INE063Z01017,Comm.Trading  & Distribution,Equity
540955,Tasty Dairy Specialities Limited,TDSL,Tasty Dairy Specialities Ltd,Active,B ,10,INE773Y01014,Packaged Foods,Equity
540956,Bhatia Communications & Retail (India) Limited,BHATIA,Bhatia Communications & Retail (India) Ltd,Active,B ,10,INE341Z01017,Specialty Retail,Equity
540961,Shiva Mills Limited,SHIVAMILLS,Shiva Mills Ltd,Active,B ,10,INE644Y01017,Textiles,Equity
540981,Kotak Mahindra Mutual Fund,KTINDF4RG,Kotak India Growth Fund   Series 4 - Regular Plan Growth Option,Active,B ,10,INF174KA1GD3,-,Equity
540982,Kotak Mahindra Mutual Fund,KTINDF4RD,Kotak India Growth Fund   Series 4 - Regular Plan Dividend Option,Active,B ,10,INF174KA1GE1,-,Equity
540983,Kotak Mahindra Mutual Fund,KTINDF4DG,KOTAK INDIA GROWTH FUND SERIES 4 DIRECT PLAN DIVIDEND OPTION,Active,B ,10,INF174KA1GG6,-,Equity
540984,Kotak Mahindra Mutual Fund,KTINDF4DD,Kotak India Growth Fund   Series 4 - Direct Plan Growth Option,Active,B ,10,INF174KA1GF8,-,Equity
541068,Axis Mutual Fund,AXISCBD1D,Axis Capital Builder Fund - Series 1 (1540 Days) - Direct Plan  - Dividend Payout,Active,B ,10,INF846K01B77,-,Equity
541069,Axis Mutual Fund,AXISCBDGG,Axis Capital Builder Fund - Series 1 (1540 Days) - Direct Plan  - Growth,Active,B ,10,INF846K01B69,-,Equity
541070,Axis Mutual Fund,AXISCBDPD,Axis Capital Builder Fund - Series 1 (1540 Days) - Regular Plan  - Dividend Payout,Active,B ,10,INF846K01B93,-,Equity
541071,Axis Mutual Fund,AXISCBGPG,Axis Capital Builder Fund - Series 1 (1540 Days) - Regular Plan  - Growth,Active,B ,10,INF846K01B85,-,Equity
541092,Aditya Birla Sun Life Mutual Fund,ABSLRIF6RG,ADITYA BIRLA SUN LIFE RESURGENT INDIA FUND - SERIES 6- REGULAR PLAN- GROWTH,Active,B ,10,INF209KB1LL4,-,Equity
541093,Aditya Birla Sun Life Mutual Fund,ABSLRIF6RD,ADITYA BIRLA SUN LIFE RESURGENT INDIA FUND - SERIES 6- REGULAR PLAN- DIVIDEND PAYOUT,Active,B ,10,INF209KB1LM2,-,Equity
541094,Aditya Birla Sun Life Mutual Fund,ABSLRIF6DG,ADITYA BIRLA SUN LIFE RESURGENT INDIA FUND - SERIES 6- DIRECT PLAN- GROWTH,Active,B ,10,INF209KB1LN0,-,Equity
541095,Aditya Birla Sun Life Mutual Fund,ABSLRIF6DD,ADITYA BIRLA SUN LIFE RESURGENT INDIA FUND - SERIES 6- DIRECT PLAN- DIVIDEND PAYOUT,Active,B ,10,INF209KB1LO8,-,Equity
541163,Sandhar Technologies Limited,SANDHAR,Sandhar Technologies Ltd,Active,B ,10,INE278H01035,Auto Parts & Equipment,Equity
541167,YASHO INDUSTRIES LIMITED,YASHO,Yasho Industries Ltd,Active,B ,10,INE616Z01012,Specialty Chemicals,Equity
541252,Aditya Birla Sun Life Mutual Fund,ABSLRIF7RG,Aditya Birla Sun Life Resurgent India Fund - Series 7 - Regular Plan - Growth Option,Active,B ,10,INF209KB1NP1,-,Equity
541253,Aditya Birla Sun Life Mutual Fund,ABSLRIF7RD,Aditya Birla Sun Life Resurgent India Fund - Series 7 - Regular Plan - Dividend Payout,Active,B ,10,INF209KB1NQ9,-,Equity
541254,Aditya Birla Sun Life Mutual Fund,ABSLRIF7DG,Aditya Birla Sun Life Resurgent India Fund - Series 7 - Direct Plan - Growth Option,Active,B ,10,INF209KB1NR7,-,Equity
541255,Aditya Birla Sun Life Mutual Fund,ABSLRIF7DD,Aditya Birla Sun Life Resurgent India Fund - Series 7 - Direct Plan - Dividend Payout,Active,B ,10,INF209KB1NS5,-,Equity
541269,Chemfab Alkalis Ltd,CHEMFABALKA,Chemfab Alkalis Ltd,Active,B ,10,INE783X01023,Commodity Chemicals,Equity
541309,ICICI Prudential Mutual Fund,IPRU3095,ICICI Prudential Bharat Consumption Fund - Series 2 - Cumulative Option,Active,B ,10,INF109KC1CV2,-,Equity
541310,ICICI Prudential Mutual Fund,IPRU3096,ICICI Prudential Bharat Consumption Fund - Series 2 - Dividend Option,Active,B ,10,INF109KC1CW0,-,Equity
541311,ICICI Prudential Mutual Fund,IPRU9297,ICICI Prudential Bharat Consumption Fund - Series 2 - Direct Plan Cumulative Option,Active,B ,10,INF109KC1CX8,-,Equity
541312,ICICI Prudential Mutual Fund,IPRU9298,ICICI Prudential Bharat Consumption Fund - Series 2 - Direct Plan Dividend Option,Active,B ,10,INF109KC1CY6,-,Equity
541313,ICICI Prudential Mutual Fund,ICICI500,ICICI Prudential S&P BSE 500 ETF,Active,B ,10,INF109KC1CZ3,-,Equity
541634,Raw Edge Industrial Solutions Limited,RAWEDGE,Raw Edge Industrial Solutions Ltd,Active,B ,10,INE960Z01014,Construction Materials,Equity
541672,ICICI Prudential Mutual Fund,IPRU3143,ICICI Prudential Bharat Consumption Fund  - Series 3 - Cumulative Option,Active,B ,10,INF109KC1GQ3,-,Equity
541673,ICICI Prudential Mutual Fund,IPRU3144,ICICI Prudential Bharat Consumption Fund  - Series 3 - Dividend Payout Option,Active,B ,10,INF109KC1GR1,-,Equity
541674,ICICI Prudential Mutual Fund,IPRU9345,ICICI Prudential Bharat Consumption Fund  - Series 3 -  Direct Plan - Cumulative Option,Active,B ,10,INF109KC1GS9,-,Equity
541675,ICICI Prudential Mutual Fund,IPRU9346,ICICI Prudential Bharat Consumption Fund  - Series 3 - Direct Plan - Dividend Payout Option,Active,B ,10,INF109KC1GT7,-,Equity
541725,IDFC Mutual Fund,IDFCEOS6RG,IDFC Equity Opportunity - Series 6 - Regular Plan - Growth Option,Active,B ,10,INF194KA14U2,-,Equity
541726,IDFC Mutual Fund,IDFCEOS6RD,IDFC Equity Opportunity - Series 6 - Regular Plan - Dividend Payout  Option,Active,B ,10,INF194KA15U9,-,Equity
541727,IDFC Mutual Fund,IDFCEOS6DG,IDFC Equity Opportunity - Series 6 - Direct Plan - Growth Option,Active,B ,10,INF194KA17U5,-,Equity
541728,IDFC Mutual Fund,IDFCEOS6DD,IDFC Equity Opportunity - Series 6 - Direct Plan - Dividend Payout Option,Active,B ,10,INF194KA18U3,-,Equity
541778,Deep Polymers Limited,DEEP,Deep Polymers Ltd,Active,B ,10,INE00IY01012,Specialty Chemicals,Equity
541804,ICICI Prudential Mutual Fund,IPRU3168,ICICI PRU Bharat Consumption Fund - Sr 4 - Cumulative,Active,B ,10,INF109KC1IU1,-,Equity
541805,ICICI Prudential Mutual Fund,IPRU3169,ICICI PRU Bharat Consumption Fund - Sr 4 - Dividend Payout Option,Active,B ,10,INF109KC1IV9,-,Equity
541806,ICICI Prudential Mutual Fund,IPRU9370,ICICI PRU Bharat Consumption Fund - Sr 4 - Direct Plan Cumulative,Active,B ,10,INF109KC1IW7,-,Equity
541807,ICICI Prudential Mutual Fund,IPRU9371,ICICI PRU Bharat Consumption Fund - Sr 4 - Direct Plan Dividend Payout,Active,B ,10,INF109KC1IX5,-,Equity
541809,ICICI Prudential Mutual Fund,ICICINXT50,ICICI Prudential Nifty Next 50 ETF,Active,B ,1,INF109KC1NS5,-,Equity
541865,Add-Shop E-Retail Limited,ASRL,Add-Shop ERetail Ltd,Active,B ,10,INE01B501018,Distributors,Equity
541879,Kotak Mahindra Mutual Fund,KTKIND7RG,Kotak India Growth Fund Series 7 - Regular Plan - Growth Option,Active,B ,10,INF174KA1509,-,Equity
541881,Kotak Mahindra Mutual Fund,KTKIND7RD,Kotak India Growth Fund Series 7 - Regular Plan - Dividend Option,Active,B ,10,INF174KA1517,-,Equity
541882,Kotak Mahindra Mutual Fund,KTKIND7DG,Kotak India Growth Fund Series 7 - Direct Plan - Growth Option,Active,B ,10,INF174KA1525,-,Equity
541884,Kotak Mahindra Mutual Fund,KTKIND7DD,Kotak India Growth Fund Series 7 - Direct Plan - Dividend Option,Active,B ,10,INF174KA1533,-,Equity
541929,Synergy Green Industries Limited,SGIL,Synergy Green Industries Ltd,Active,B ,10,INE00QT01015,Other Industrial Products,Equity
541972,SBI Mutual Fund,SETFSN50,SBI - ETF - SENSEX NEXT 50,Active,B ,10,INF200KA1VQ2,-,Equity
541974,Manorama Industries Limited,MANORAMA,Manorama Industries Ltd,Active,B ,10,INE00VM01010,Other Food Products,Equity
541984,Nippon India Mutual Fund,NIOSAG,NIPPON INDIA MUTUAL FUND  INDIA OPPT FD  SR A RG GWTH31JN22,Active,B ,10,INF204KB1I24,-,Equity
541985,Nippon India Mutual Fund,NIOSAD,NIPPON INDIA MUTUAL FUND  INDIA OPPT FD  SR A RG DVP31JN22,Active,B ,10,INF204KB1I32,-,Equity
541986,Nippon India Mutual Fund,NIOSADG,NIPPON INDIA MUTUAL FUND  INDIA OPPT FD  SR A DR GWTH31JN22,Active,B ,10,INF204KB1I40,-,Equity
541987,Nippon India Mutual Fund,NIOSADD,NIPPON INDIA MUTUAL FUND  INDIA OPPT FD  SR A DR DVP31JN22,Active,B ,10,INF204KB1I57,-,Equity
542019,Shubham Polyspin Limited,SHUBHAM,Shubham Polyspin Ltd,Active,B ,10,INE01J501010,Textiles,Equity
542034,S. M. Gold Limited,SMGOLD,S. M. Gold Ltd,Active,B ,10,INE00Q901014,Other Apparels & Accessories,Equity
542057,BCPL Railway Infrastructure Limited,BCPL,BCPL Railway Infrastructure Ltd,Active,B ,10,INE00SW01015,Construction & Engineering,Equity
542131,Mirae Asset Mutual Fund,MAN50ETF,MIRAE ASSET NIFTY 50 ETF (MAN50ETF),Active,B ,100,INF769K01EG9,-,Equity
542156,ICICI Prudential Mutual Fund,IPRU3218,ICICI Prudential Bharat Consumption Fund - Series 5 - Cumulative Option,Active,B ,10,INF109KC1NO4,-,Equity
542158,ICICI Prudential Mutual Fund,IPRU3219,ICICI Prudential Bharat Consumption Fund - Series 5 - Dividend Payout Option,Active,B ,10,INF109KC1NP1,-,Equity
542160,ICICI Prudential Mutual Fund,IPRU9420,ICICI Prudential Bharat Consumption Fund - Series 5 -  Direct Plan - Cumulative Option,Active,B ,10,INF109KC1NQ9,-,Equity
542163,ICICI Prudential Mutual Fund,IPRU9421,ICICI Prudential Bharat Consumption Fund - Series 5 -  Direct Plan - Dividend Payout  Option,Active,B ,10,INF109KC1NR7,-,Equity
542230,Aditya Birla Sun Life Mutual Fund,ABSLNN50ET,Aditya Birla Sun Life Nifty Next 50 ETF,Active,B ,10,INF209KB1B87,-,Equity
542232,Shankar Lal Rampal Dye-Chem Limited,SRD,Shankar Lal Rampal Dye-Chem Ltd,Active,B ,10,INE01NE01012,Comm.Trading  & Distribution,Equity
542233,Trejhara Solutions Limited,TREJHARA,Trejhara Solutions Ltd,Active,B ,10,INE00CA01015,IT Consulting & Software,Equity
542244,Axis Mutual Fund,AXISCCDID,Axis Capital Builder Fund - Series 4 (1582 days) -,Active,B ,10,INF846K01K76,-,Equity
542245,Axis Mutual Fund,AXISCCDGG,Axis Capital Builder Fund - Series 4 (1582 days) -Direct Plan - Growth Option,Active,B ,10,INF846K01K68,-,Equity
542246,Axis Mutual Fund,AXISCCDPD,Axis Capital Builder Fund - Series 4 (1582 days) -Regular Plan - Dividend Payout Option,Active,B ,10,INF846K01K92,-,Equity
542247,Axis Mutual Fund,AXISCCGPG,Axis Capital Builder Fund - Series 4 (1582 days) - Regular Plan - Growth Option,Active,B ,10,INF846K01K84,-,Equity
542323,K.P.I. Global Infrastructure Limited,KPIGLOBAL,K.P.I. Global Infrastructure Ltd,Active,B ,10,INE542W01017,Electric Utilities,Equity
542437,Anmol India Limited,ANMOL,Anmol India Ltd,Active,B ,10,INE02AR01019,Distributors,Equity
542460,The Anup Engineering Ltd,ANUP,The Anup Engineering Ltd,Active,B ,10,INE294Z01018,Industrial Machinery,Equity
542513,UTI Mutual Fund,UTISXN50,UTI S&P BSE Sensex Next 50 ETF,Active,B ,1,INF789F1AUU3,-,Equity
542579,Ashapuri Gold Ornament Limited,AGOL,Ashapuri Gold Ornament Ltd,Active,B ,10,INE05FR01011,Other Apparels & Accessories,Equity
542670,ARTEMIS ELECTRICALS LIMITED,ARTEMISELC,Artemis Electricals Ltd,Active,B ,10,INE757T01017,Non-Durable Household Prod.,Equity
542684,Prakash Pipes Limited,PPL,Prakash Pipes Ltd,Active,B ,10,INE050001010,Plastic Products,Equity
542729,DCM NOUVELLE LIMITED,DCMNVL,DCM Nouvelle Ltd,Active,B ,10,INE08KP01019,Textiles,Equity
542730,ICICI Prudential Mutual Fund,ICICIBANKN,ICICI Prudential Bank ETF,Active,B ,10,INF109KC1E27,-,Equity
542747,Nippon India Mutual Fund,NETFSNX150,NIPPON INDIA ETF SENSEX NEXT 50,Active,B ,10,INF204KB15D0,-,Equity
542758,ICICI Prudential Mutual Fund,ICICIBANKP,ICICI Prudential Private Banks ETF,Active,B ,10,INF109KC1E35,-,Equity
542804,Nippon India Mutual Fund,NIESSPJ,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLANDIVIDEND PAYOUT,Active,B ,10,INF204KB12F2,-,Equity
542805,Nippon India Mutual Fund,NIESSPI,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN REINVESTMENT,Active,B ,10,INF204KB13E3,-,Equity
542806,Nippon India Mutual Fund,NIESSPB,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT BONUS PLAN BONUS,Active,B ,10,INF204KB10E9,-,Equity
542807,Nippon India Mutual Fund,NIESSPO,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,Active,B ,10,INF204KB10F6,-,Equity
542808,Nippon India Mutual Fund,NIESSPC,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN DIVIDEND PAYOUT,Active,B ,10,INF204KB14E1,-,Equity
542809,Nippon India Mutual Fund,NIESSPP,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN REINVESTMENT,Active,B ,10,INF204KB11F4,-,Equity
542810,Nippon India Mutual Fund,NIESSPA,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - BONUS PLANBONUS,Active,B ,10,INF204KB18E2,-,Equity
542811,Nippon India Mutual Fund,NIESSPG,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN REINVESTMENT,Active,B ,10,INF204KB17E4,-,Equity
